transaction_id,amount_usd,merchant_category,card_type,auth_method,channel,device_type,is_foreign_transaction,hours_since_last_txn,txn_count_last_24h,distance_from_home_km,card_age_months,customer_age,account_balance_usd,is_new_merchant,used_vpn,ip_country_mismatch,billing_shipping_mismatch,cvv_retry_count,velocity_score,time_of_day_hour,day_of_week,is_ai_generated_scam_attempt,merchant_risk_score,prior_disputes,is_fraud
10554,93.17,Online Retail,Visa,No Authentication,POS,Mac,False,3.02,4,29.15,40,64,8542.02,True,False,False,False,0,23.0,15,3,False,46.3,0,0
10555,21.72,Online Retail,Visa,PIN,Online,Windows PC,True,0.34,2,15.45,60,35,2805.6,False,False,False,False,0,36.7,19,6,False,18.9,0,0
10556,135.01,Restaurants,Amex,PIN,POS,Smart Watch,False,12.47,9,58.96,48,72,450.11,False,False,False,False,0,50.4,15,0,False,46.8,0,0
10557,46.82,Electronics,Mastercard,3D Secure,Contactless,iPhone,False,25.08,4,25.1,47,42,909.76,False,False,False,False,0,18.5,20,3,False,32.4,0,0
10558,70.4,Online Retail,Mastercard,PIN,ATM,POS Terminal,False,1.79,6,1.8,53,18,404.54,False,False,False,False,0,39.1,22,5,False,38.7,0,0
10559,89.74,Healthcare,Visa,3D Secure,Online,Android Phone,False,2.57,3,29.63,47,39,3901.22,False,False,False,True,0,16.1,15,1,True,33.9,0,0
10560,292.14,Travel,Visa,No Authentication,POS,POS Terminal,False,12.62,5,36.87,51,19,2451.53,False,False,False,False,0,15.0,7,4,False,19.8,1,0
10561,41.54,Restaurants,Mastercard,3D Secure,In-App,iPhone,False,5.73,1,5.51,39,69,2338.13,False,False,False,False,1,2.9,7,4,False,40.9,0,0
10562,53.08,Groceries,Visa,3D Secure,Online,ATM Machine,False,12.51,2,49.29,48,80,12478.01,False,False,False,False,1,11.3,1,4,False,25.2,0,0
10563,8.21,Restaurants,Discover,OTP,POS,Smart Watch,True,1.08,0,0.64,39,80,3123.12,False,True,False,False,1,15.4,12,2,False,43.8,0,0
10564,37.23,Fuel,Visa,OTP,POS,Smart Watch,False,0.07,3,14.04,58,80,1026.51,False,False,False,False,1,44.9,8,3,False,22.4,1,0
10565,15.99,Online Retail,RuPay,PIN,POS,iPhone,False,16.53,3,3.63,48,47,1053.46,False,False,False,False,0,26.3,21,1,False,25.5,1,0
10566,53.16,Online Retail,Visa,Biometric,ATM,Android Phone,False,3.99,6,34.03,55,62,8079.06,False,False,False,False,1,30.5,7,1,False,47.3,0,0
10567,456.29,Electronics,Visa,PIN,POS,Android Phone,False,0.32,2,3.6,45,26,5125.23,False,False,False,False,0,17.8,16,0,False,66.4,0,0
10568,216.96,Healthcare,Mastercard,3D Secure,Online,iPhone,False,4.22,1,24.34,46,21,1526.58,False,False,False,False,0,11.7,7,2,False,37.9,0,0
10569,52.69,Groceries,Visa,PIN,In-App,iPhone,False,9.65,3,32.18,36,58,1262.33,False,False,False,False,0,25.9,16,0,False,31.4,0,0
10570,31.72,Fuel,Discover,3D Secure,POS,Android Phone,False,8.62,4,108.28,42,32,2034.22,False,False,False,False,0,23.1,22,5,False,17.6,0,0
10571,64.35,Restaurants,Mastercard,OTP,In-App,Android Phone,False,1.84,6,27.67,55,35,2640.11,False,False,False,False,0,33.5,22,3,False,32.1,1,0
10572,43.81,Fuel,Visa,3D Secure,Online,Smart Watch,False,5.78,3,31.28,49,67,2168.59,False,False,False,False,0,29.8,18,6,False,15.4,0,0
10573,14.99,Restaurants,RuPay,Biometric,Online,POS Terminal,False,0.75,3,0.2,61,43,376.87,False,False,False,False,1,26.3,21,0,False,23.4,0,0
10574,68.2,Online Retail,Amex,OTP,ATM,POS Terminal,False,15.71,3,17.7,46,78,2399.83,False,False,False,False,0,25.1,2,1,False,25.9,0,0
10575,635.12,Online Retail,Mastercard,3D Secure,POS,Android Phone,False,3.73,6,4.25,52,25,1776.5,False,False,False,False,0,30.8,10,5,False,26.6,1,0
10576,64.1,Gift Cards,Visa,3D Secure,POS,Android Phone,False,14.96,2,8.65,49,73,2349.57,False,False,False,False,0,23.4,15,2,False,76.6,0,0
10577,33.91,Online Retail,Visa,3D Secure,Contactless,POS Terminal,False,0.87,1,58.69,48,65,2983.27,False,False,False,False,1,0.7,23,4,False,31.3,0,0
10578,20.35,Streaming,RuPay,Biometric,Online,Smart Watch,False,10.63,1,8.12,53,54,1591.18,False,False,False,False,0,21.6,7,2,False,46.1,0,0
10579,64.56,Utilities,Visa,OTP,Contactless,Mac,False,28.19,3,0.36,53,33,5404.85,True,False,False,False,1,12.9,21,3,False,30.7,0,0
10580,186.44,Travel,Visa,3D Secure,ATM,Windows PC,False,6.29,3,22.11,42,20,882.14,False,False,False,False,0,7.2,13,6,False,41.2,1,0
10581,74.4,Gaming,Visa,OTP,Online,iPhone,False,13.65,5,4.0,43,52,4408.54,False,False,False,False,0,17.8,1,0,False,61.5,0,0
10582,85.47,Restaurants,Discover,3D Secure,POS,POS Terminal,False,1.98,0,11.9,45,31,1695.14,False,False,False,False,0,12.9,2,4,False,48.2,0,0
10583,20.53,Online Retail,Visa,3D Secure,Contactless,ATM Machine,False,3.4,2,12.85,60,64,3194.64,False,False,False,False,1,7.2,13,3,False,24.2,0,0
10584,99.0,Travel,Visa,OTP,Contactless,Windows PC,False,7.06,4,43.73,53,75,408.64,False,False,False,False,0,25.5,23,2,False,19.2,0,0
10585,247.29,Travel,Mastercard,3D Secure,Online,Smart Watch,False,7.97,1,56.9,38,80,3828.76,False,False,False,True,0,20.4,18,2,False,35.0,1,0
10586,19.63,Utilities,Visa,3D Secure,In-App,iPhone,False,0.43,3,12.24,48,57,1119.2,False,False,False,True,0,34.3,23,0,False,38.6,0,0
10587,127.0,Groceries,Visa,OTP,POS,iPhone,False,2.1,2,17.52,49,57,4051.46,False,False,False,False,1,9.1,11,4,False,28.3,0,0
10588,9.04,Groceries,Discover,3D Secure,POS,POS Terminal,False,2.04,2,13.01,49,75,1740.01,False,False,False,False,1,18.5,3,6,False,0.0,0,0
10589,81.53,Online Retail,Mastercard,Biometric,Online,Android Phone,False,5.03,3,0.89,39,63,1001.94,False,False,False,False,0,30.8,22,5,False,50.8,2,0
10590,52.18,Groceries,Visa,No Authentication,Contactless,Android Phone,False,0.17,1,2.76,37,52,1473.42,True,False,False,False,0,20.9,11,6,False,16.3,0,0
10591,24.37,Gaming,Amex,PIN,POS,iPhone,False,5.13,5,27.36,44,36,543.51,False,False,False,False,0,28.0,14,5,False,57.9,0,0
10592,74.49,Restaurants,Visa,PIN,Online,Windows PC,False,1.81,1,15.2,49,78,12219.73,False,True,False,True,1,8.0,9,3,False,43.8,0,0
10593,6.91,Healthcare,Visa,3D Secure,ATM,Windows PC,False,20.14,2,21.79,52,52,612.09,True,False,True,False,0,9.1,14,2,False,46.9,0,1
10594,1019.41,Crypto Exchange,Mastercard,3D Secure,In-App,Mac,False,3.6,6,9.07,52,25,5627.94,True,False,False,False,0,28.7,14,0,False,78.7,0,0
10595,24.22,Online Retail,Visa,3D Secure,Online,Smart Watch,False,37.42,3,1.4,46,25,1668.77,False,False,False,False,0,20.0,9,3,False,26.0,0,0
10596,70.41,Online Retail,Discover,PIN,In-App,Android Phone,False,2.82,4,23.39,45,29,3711.17,False,False,False,False,0,24.0,0,6,True,51.9,0,0
10597,165.48,Online Retail,Mastercard,3D Secure,Online,iPhone,False,18.09,4,67.53,54,69,16009.75,False,False,False,False,0,15.8,19,6,False,12.6,0,0
10598,134.35,Restaurants,Visa,OTP,Contactless,Android Phone,False,11.56,3,9.81,46,60,911.24,False,False,False,False,0,29.6,15,4,False,30.2,0,0
10599,21.24,Restaurants,Mastercard,OTP,POS,Windows PC,False,14.99,5,12.81,54,75,1474.87,False,True,False,False,0,36.7,8,0,False,9.4,0,0
10600,39.32,Groceries,Mastercard,Biometric,Online,iPhone,False,13.07,3,48.14,39,75,981.6,False,False,False,False,0,23.1,10,6,False,30.8,0,0
10601,365.55,Utilities,Mastercard,3D Secure,Online,Windows PC,False,9.52,3,11.89,60,66,3258.76,False,False,False,False,0,15.9,3,0,False,34.6,0,0
10602,119.84,Travel,RuPay,OTP,In-App,iPhone,False,1.91,3,9.34,39,49,2034.4,True,False,False,False,1,5.2,2,2,False,39.5,0,0
10603,114.51,Healthcare,Amex,3D Secure,POS,Android Phone,False,6.56,0,23.64,42,22,937.31,True,False,False,False,0,0.0,7,6,True,46.4,0,0
10604,129.92,Healthcare,Mastercard,Biometric,Online,Android Phone,False,14.44,2,0.58,47,66,8874.63,True,False,False,False,0,10.8,22,4,False,52.1,0,0
10605,31.52,Restaurants,Mastercard,OTP,Contactless,POS Terminal,False,19.03,0,14.67,46,43,1748.17,False,False,False,False,0,16.7,6,3,False,42.2,0,0
10606,149.9,Online Retail,Visa,Biometric,POS,Tablet,False,7.23,3,32.14,35,22,333.44,False,False,False,True,0,6.1,11,5,False,28.7,1,0
10607,66.55,Restaurants,Visa,OTP,Online,Android Phone,False,0.21,2,32.99,49,78,2358.32,False,True,False,False,0,33.4,8,4,False,23.4,0,0
10608,178.18,Groceries,RuPay,OTP,In-App,iPhone,False,8.66,2,25.05,39,58,2577.2,False,False,False,False,0,15.8,23,3,False,33.3,0,0
10609,23.41,Groceries,Visa,OTP,Online,POS Terminal,False,63.68,3,1.67,48,27,1249.1,False,False,False,False,0,12.0,14,4,False,52.8,1,0
10610,552.03,Travel,Mastercard,3D Secure,POS,Android Phone,False,3.24,2,22.94,50,57,2561.79,True,False,False,False,0,16.1,17,5,False,26.9,0,0
10611,41.36,Utilities,Visa,3D Secure,Online,Android Phone,False,11.02,3,2.93,49,29,1971.13,False,False,False,False,0,0.0,0,4,False,24.8,1,0
10612,207.83,Restaurants,Mastercard,OTP,In-App,Tablet,False,1.4,1,6.79,47,22,931.34,False,False,False,False,0,12.1,4,2,False,35.6,0,0
10613,3.53,Streaming,Visa,No Authentication,POS,POS Terminal,False,2.3,2,48.33,42,58,1115.24,True,False,False,False,0,17.6,21,2,False,24.4,0,0
10614,28.17,Online Retail,Discover,OTP,In-App,Tablet,False,33.58,2,83.34,47,42,11981.48,False,False,False,False,0,18.0,6,2,False,37.9,0,0
10615,153.68,Online Retail,RuPay,3D Secure,In-App,Android Phone,False,5.22,4,9.31,46,41,2316.34,False,False,False,False,0,13.0,0,5,False,3.1,1,0
10616,41.09,Online Retail,Visa,OTP,Online,Windows PC,False,18.87,2,54.56,43,26,3664.56,False,False,False,False,1,11.1,5,0,False,13.1,0,0
10617,103.35,Travel,Visa,3D Secure,In-App,iPhone,False,4.04,4,12.82,53,55,4077.61,False,True,False,False,0,11.2,6,2,False,35.1,0,0
10618,38.19,Healthcare,Visa,3D Secure,POS,iPhone,False,11.58,3,89.35,51,26,840.36,False,False,False,False,0,23.0,19,2,False,37.9,0,0
10619,68.92,Electronics,Amex,Biometric,Contactless,Android Phone,False,0.38,3,13.9,49,72,809.13,False,False,False,False,0,41.1,9,6,False,15.2,0,0
10620,93.12,Groceries,Visa,OTP,Online,Android Phone,False,7.2,4,13.75,49,76,1278.42,False,False,False,False,0,23.0,20,2,False,21.8,0,0
10621,530.01,Travel,Visa,OTP,Online,iPhone,False,9.15,5,13.96,35,18,1478.92,True,False,False,False,1,23.8,21,6,False,12.1,0,0
10622,118.32,Online Retail,Mastercard,3D Secure,Online,Tablet,False,6.87,5,11.6,44,57,3108.69,True,False,False,False,0,15.2,16,6,False,38.4,0,0
10623,83.34,Gift Cards,Amex,PIN,Online,Android Phone,False,12.29,3,76.06,48,63,16508.18,False,False,False,False,1,30.2,0,6,False,77.9,0,0
10624,93.36,Electronics,Amex,OTP,ATM,POS Terminal,False,11.64,3,27.69,38,64,2527.27,False,False,False,False,0,8.8,1,6,False,53.0,0,0
10625,17.51,Groceries,Mastercard,Biometric,Online,iPhone,False,22.37,3,1.2,52,45,1183.57,True,False,False,False,0,11.7,14,4,False,55.6,0,0
10626,33.14,Gaming,Mastercard,3D Secure,In-App,iPhone,False,36.89,3,16.14,54,65,865.77,False,False,False,False,0,20.8,0,5,False,62.3,0,0
10627,188.12,Online Retail,Visa,PIN,POS,iPhone,False,32.97,2,4.47,48,65,1960.43,False,False,False,False,1,11.6,13,2,False,31.5,0,0
10628,32.22,Online Retail,Mastercard,PIN,Online,Mac,False,13.36,3,19.35,59,38,627.33,False,True,False,False,0,23.7,18,4,False,34.6,0,0
10629,72.5,Groceries,Mastercard,Biometric,Online,POS Terminal,False,1.0,4,47.25,54,31,2229.54,False,False,False,True,0,17.6,15,0,False,42.5,0,0
10630,20.97,Utilities,Visa,PIN,Online,Tablet,False,8.56,3,23.17,59,30,4300.96,True,False,False,False,0,22.7,7,5,False,53.4,0,0
10631,94.95,Restaurants,Amex,PIN,POS,iPhone,False,4.51,4,6.87,52,75,5314.12,False,False,False,False,0,32.0,18,1,False,28.1,0,0
10632,34.97,Fuel,Mastercard,Biometric,Online,Android Phone,False,12.41,6,1.41,44,60,3680.73,False,False,False,False,0,33.0,13,3,False,39.3,3,0
10633,88.02,Electronics,Visa,OTP,In-App,iPhone,True,2.52,2,0.68,49,63,678.31,False,False,False,False,0,7.1,1,2,False,50.5,0,0
10634,53.72,Online Retail,Amex,3D Secure,POS,Android Phone,False,3.3,4,19.08,41,38,853.27,False,False,False,False,0,24.3,22,6,False,36.4,0,0
10635,58.8,Online Retail,Mastercard,3D Secure,POS,Smart Watch,False,2.1,2,1.99,42,39,1006.25,False,False,True,False,1,21.8,14,5,False,35.2,0,0
10636,114.48,Restaurants,Mastercard,3D Secure,Online,Android Phone,False,10.67,2,8.9,49,31,5805.71,False,False,False,False,0,9.8,21,0,False,38.6,1,0
10637,87.49,Travel,Visa,Biometric,Contactless,POS Terminal,False,4.01,3,20.45,45,21,2625.95,False,True,False,False,0,12.8,17,1,False,26.7,0,0
10638,113.92,Groceries,Mastercard,PIN,POS,POS Terminal,False,4.95,2,1.57,41,53,1090.66,False,False,False,False,0,11.7,20,2,False,30.4,0,0
10639,11.59,Groceries,Visa,3D Secure,POS,POS Terminal,False,35.04,4,9.98,43,60,4251.39,False,False,False,False,0,24.5,10,1,False,27.0,0,0
10640,70.21,Electronics,Visa,Biometric,Contactless,Windows PC,False,3.71,1,24.31,43,70,9209.85,True,False,False,False,1,0.0,20,3,False,44.6,0,0
10641,44.88,Restaurants,Visa,3D Secure,POS,iPhone,True,18.12,5,51.28,41,26,1062.35,True,False,False,False,0,15.3,6,3,False,24.9,0,0
10642,6.0,Streaming,RuPay,3D Secure,Online,Mac,False,14.81,3,50.9,57,66,5112.27,False,False,False,False,0,19.8,19,3,False,13.0,0,0
10643,381.67,Gaming,Mastercard,PIN,Contactless,Tablet,False,4.01,1,57.19,53,65,3536.83,False,False,False,False,0,1.3,18,5,False,45.8,0,0
10644,11.29,Restaurants,Visa,No Authentication,Online,Windows PC,False,3.32,5,0.47,37,34,2757.02,False,False,False,False,0,23.0,7,4,False,30.2,1,0
10645,117.76,Restaurants,Mastercard,No Authentication,Online,iPhone,False,15.63,2,10.29,48,75,6867.55,False,False,False,False,0,19.5,19,5,False,26.2,0,0
10646,81.13,Electronics,Amex,3D Secure,Online,Tablet,False,18.67,4,19.14,45,37,6208.34,True,False,False,False,0,21.2,5,2,False,64.5,0,0
10647,80.41,Crypto Exchange,Visa,Biometric,POS,POS Terminal,False,1.78,1,3.65,55,43,953.89,True,False,False,False,0,5.2,13,4,False,77.3,0,0
10648,723.37,Electronics,Discover,3D Secure,POS,iPhone,False,2.43,2,4.18,40,49,3219.25,False,False,False,False,0,16.6,18,5,False,39.9,0,0
10649,180.05,Online Retail,Visa,PIN,POS,Android Phone,False,1.38,5,19.45,49,18,690.94,True,True,False,False,0,35.5,12,2,False,23.4,0,0
10650,45.45,Restaurants,Mastercard,OTP,POS,Windows PC,False,8.2,5,2.62,45,62,8151.14,False,False,False,False,0,19.6,3,4,False,16.2,0,0
10651,25.68,Online Retail,RuPay,OTP,Online,Mac,False,4.54,3,23.62,36,60,6741.65,False,False,False,False,0,17.9,1,2,True,29.0,0,0
10652,2441.67,Travel,Mastercard,No Authentication,Contactless,Android Phone,False,4.13,3,7.78,31,46,242.66,False,False,False,False,0,18.3,22,0,False,14.4,0,0
10653,24.57,Groceries,Mastercard,3D Secure,Online,Android Phone,True,1.21,2,6.89,46,24,1168.0,False,False,True,False,0,18.5,3,0,False,35.9,0,0
10654,56.52,Utilities,Visa,No Authentication,POS,POS Terminal,False,46.07,4,9.51,47,58,9046.71,True,False,False,False,0,11.9,5,3,False,18.0,1,0
10655,43.16,Online Retail,RuPay,OTP,Online,iPhone,False,3.05,4,8.76,48,27,2944.46,False,False,False,False,0,26.0,14,1,False,25.9,0,0
10656,158.91,Travel,Visa,3D Secure,Contactless,POS Terminal,True,3.61,6,20.67,39,33,2620.24,False,False,False,False,0,26.1,10,2,False,20.3,0,0
10657,17.98,Utilities,Amex,OTP,Online,iPhone,False,29.96,2,38.65,43,78,4444.77,False,False,False,False,1,3.5,20,5,False,36.1,0,0
10658,35.55,Healthcare,Visa,PIN,POS,iPhone,False,5.45,1,43.03,59,48,2499.43,False,False,False,False,0,0.0,14,6,False,13.2,1,0
10659,142.73,Utilities,Visa,PIN,Online,Tablet,False,7.68,3,15.69,41,62,8274.93,False,False,False,False,0,12.2,4,5,False,30.5,1,0
10660,15.9,Online Retail,Visa,OTP,In-App,iPhone,False,10.93,3,9.41,44,26,607.33,False,False,False,False,0,16.1,22,5,False,35.1,0,0
10661,16.3,Utilities,Visa,Biometric,Contactless,POS Terminal,False,3.02,2,49.84,61,42,808.47,False,False,False,False,0,10.0,21,3,False,22.4,1,0
10662,95.13,Electronics,Amex,PIN,Contactless,iPhone,False,6.1,3,9.6,49,55,514.92,False,False,False,False,0,18.0,20,1,False,67.0,0,0
10663,32.54,Healthcare,Visa,3D Secure,POS,Windows PC,False,11.44,3,22.36,54,65,975.32,False,False,False,False,0,8.6,22,1,False,25.2,0,0
10664,21.22,Groceries,Mastercard,OTP,Online,POS Terminal,False,6.08,3,30.75,42,28,1045.42,False,False,False,False,0,10.1,11,5,False,45.5,0,0
10665,204.78,Online Retail,RuPay,OTP,Contactless,POS Terminal,False,4.21,4,9.67,50,63,1917.03,True,True,False,False,1,38.8,5,4,False,37.7,0,1
10666,20.31,Gaming,Mastercard,3D Secure,In-App,ATM Machine,True,16.96,4,8.54,50,40,10098.79,True,False,False,False,0,17.1,18,6,False,53.6,0,0
10667,203.57,Restaurants,Visa,PIN,Contactless,Tablet,False,3.57,2,20.76,46,35,1596.4,False,False,False,False,0,16.1,3,4,False,28.7,0,0
10668,1651.63,Electronics,Visa,3D Secure,POS,iPhone,False,3.52,2,41.87,36,33,2464.37,False,False,False,False,0,8.2,6,0,False,27.4,0,0
10669,49.67,Streaming,Visa,3D Secure,POS,Mac,False,1.78,7,21.49,50,80,5573.77,False,True,False,False,0,29.5,11,6,False,27.4,0,0
10670,18.11,Fuel,Mastercard,No Authentication,POS,iPhone,False,2.2,2,12.81,26,54,382.72,True,False,False,False,0,11.2,5,6,False,23.8,0,0
10671,145.67,Travel,Mastercard,3D Secure,Contactless,iPhone,False,15.32,3,22.39,52,36,1595.78,False,False,False,False,0,14.5,13,1,False,25.9,0,0
10672,92.06,Utilities,Visa,OTP,Contactless,POS Terminal,False,14.31,2,20.48,55,21,3186.65,False,False,False,False,0,12.5,0,3,False,2.7,1,0
10673,30.44,Online Retail,Visa,OTP,Contactless,Mac,False,25.91,4,3.03,43,47,1068.01,False,False,False,False,0,19.4,13,0,False,33.9,0,0
10674,93.85,Restaurants,Visa,3D Secure,In-App,iPhone,False,2.82,2,4.3,50,56,3981.15,True,True,False,False,1,24.9,17,2,False,30.4,0,0
10675,15.08,Online Retail,Mastercard,3D Secure,In-App,Android Phone,False,7.99,2,84.73,35,39,1584.39,True,False,False,False,1,10.8,10,5,False,57.5,1,0
10676,17.38,Online Retail,Visa,PIN,POS,Android Phone,False,2.77,3,60.65,39,44,9793.73,False,False,False,False,0,24.9,14,5,False,30.9,0,0
10677,87.93,Fuel,Mastercard,3D Secure,POS,ATM Machine,False,6.2,2,18.6,47,56,7971.67,True,False,False,False,0,18.3,17,0,False,25.7,1,0
10678,70.95,Gift Cards,Visa,PIN,POS,POS Terminal,False,34.75,1,11.07,45,25,6939.57,False,False,False,False,0,0.0,23,6,False,52.5,0,0
10679,8.55,Utilities,Mastercard,3D Secure,In-App,POS Terminal,False,1.95,0,1.88,43,24,1283.79,False,False,False,False,0,3.4,22,4,False,11.7,0,0
10680,16.29,Online Retail,Visa,PIN,POS,iPhone,False,0.15,5,9.44,53,78,1956.95,False,False,False,False,0,59.8,20,1,False,33.7,0,0
10681,63.42,Groceries,RuPay,No Authentication,Online,Windows PC,False,0.72,3,57.54,52,66,2942.67,False,True,False,False,1,44.9,9,2,False,43.5,1,0
10682,38.73,Online Retail,Visa,OTP,Online,Windows PC,False,6.48,3,11.49,58,33,253.0,False,False,False,False,2,2.9,16,1,False,39.7,2,0
10683,55.05,Groceries,Mastercard,No Authentication,POS,Smart Watch,False,7.81,3,8.37,45,42,2475.13,False,False,False,False,0,21.7,18,3,False,44.5,0,0
10684,20.86,Streaming,RuPay,PIN,In-App,Android Phone,False,9.29,2,24.75,41,32,1162.69,False,False,False,False,0,0.0,14,6,False,33.0,0,0
10685,66.49,Gaming,Mastercard,PIN,In-App,Tablet,False,9.73,3,6.06,52,40,400.45,False,False,False,False,1,22.6,1,1,False,52.9,1,0
10686,142.54,Utilities,Discover,3D Secure,Online,ATM Machine,False,1.65,2,49.19,46,74,1017.21,False,True,False,False,1,14.8,13,0,True,20.3,0,0
10687,20.39,Streaming,Mastercard,3D Secure,Online,iPhone,False,6.12,5,1.77,52,33,838.88,False,False,False,False,1,14.1,10,5,False,30.7,0,0
10688,12.56,Online Retail,Mastercard,3D Secure,POS,Android Phone,False,29.16,4,11.95,53,21,6568.84,False,False,False,False,0,20.6,4,2,False,37.9,0,0
10689,77.45,Restaurants,Visa,PIN,POS,Windows PC,False,4.02,5,107.27,48,59,13683.45,False,False,False,False,2,11.0,8,3,False,46.4,0,0
10690,37.89,Gaming,Visa,OTP,POS,Windows PC,False,0.76,1,75.43,40,38,2231.39,False,False,False,False,0,20.3,7,1,False,57.0,2,0
10691,252.2,Electronics,Visa,Biometric,Contactless,Mac,False,6.27,4,18.55,44,63,3364.32,False,False,False,False,0,13.7,18,4,False,49.2,1,0
10692,23.5,Online Retail,RuPay,OTP,POS,iPhone,False,3.19,3,20.57,49,43,1270.97,False,False,False,False,1,7.3,13,5,False,62.7,0,0
10693,17.77,Healthcare,RuPay,PIN,Contactless,Tablet,False,11.08,4,24.06,42,53,4623.65,False,True,False,False,0,16.1,19,5,False,24.5,0,0
10694,152.05,Healthcare,Visa,PIN,POS,Smart Watch,False,1.66,4,30.25,52,59,1529.45,False,False,False,False,0,24.7,16,5,False,28.5,0,0
10695,36.05,Groceries,Mastercard,No Authentication,Online,Smart Watch,False,5.38,3,2.79,45,68,4768.7,False,False,False,False,0,18.9,2,0,False,19.3,0,0
10696,5.24,Streaming,Visa,3D Secure,POS,Android Phone,False,1.24,8,14.2,41,45,1296.01,True,False,False,False,0,46.1,2,5,False,2.1,1,0
10697,31.63,Groceries,Mastercard,OTP,In-App,iPhone,False,17.03,4,2.18,43,72,6375.98,False,False,False,False,0,14.7,3,4,False,0.0,1,0
10698,75.91,Groceries,Amex,Biometric,POS,Android Phone,False,6.02,1,27.6,36,76,3765.99,True,False,False,False,0,11.5,9,4,False,37.2,0,0
10699,127.54,Electronics,Amex,3D Secure,POS,POS Terminal,True,1.52,3,26.98,47,63,139.63,False,True,True,False,0,27.0,20,4,False,57.5,0,0
10700,1406.36,Electronics,Visa,3D Secure,In-App,ATM Machine,False,6.07,3,42.56,42,67,2970.95,True,False,False,False,0,23.4,13,6,False,43.7,1,0
10701,120.52,Crypto Exchange,Visa,3D Secure,Online,Android Phone,True,7.31,3,12.01,54,47,838.58,False,False,True,False,0,11.0,8,1,False,62.9,0,0
10702,86.99,Groceries,Visa,No Authentication,POS,iPhone,False,0.21,4,87.18,53,21,6230.19,False,False,False,False,0,27.6,15,5,False,32.0,0,0
10703,100.44,Groceries,Visa,3D Secure,POS,ATM Machine,False,4.73,0,6.2,55,63,3634.41,False,False,False,False,0,6.5,11,1,False,16.5,0,0
10704,7.17,Restaurants,Visa,No Authentication,Contactless,Android Phone,False,0.1,3,42.05,59,68,5305.25,False,False,False,False,1,34.5,6,3,False,21.6,0,0
10705,89.7,Gaming,Visa,PIN,POS,Android Phone,False,1.63,6,17.47,45,35,4035.21,False,False,False,False,1,27.7,14,5,False,64.7,0,0
10706,44.72,Gaming,Mastercard,3D Secure,POS,iPhone,False,4.48,6,52.51,43,28,3310.63,False,False,False,False,0,40.3,10,1,False,62.5,0,0
10707,39.62,Utilities,Amex,3D Secure,Contactless,Mac,False,1.37,4,3.34,54,45,2539.15,False,False,False,False,1,19.9,13,6,False,27.6,0,0
10708,62.73,Groceries,Visa,OTP,Online,POS Terminal,False,9.43,7,12.41,56,50,8058.0,False,False,False,False,0,23.7,9,5,False,19.8,2,0
10709,15.24,Online Retail,Visa,Biometric,Contactless,Windows PC,False,7.57,1,23.92,42,46,4260.98,False,False,False,False,0,3.2,21,1,False,24.0,1,0
10710,31.19,Online Retail,RuPay,Biometric,Online,POS Terminal,False,1.44,2,5.4,46,80,309.49,False,False,False,False,0,22.7,23,2,False,36.5,0,0
10711,34.22,Online Retail,RuPay,Biometric,Online,Android Phone,False,14.82,2,16.58,48,50,733.84,False,False,False,False,0,12.7,16,6,False,57.3,1,0
10712,58.39,Groceries,Discover,3D Secure,Online,iPhone,False,6.65,5,8.73,45,48,596.37,True,False,False,False,1,31.4,17,5,False,26.9,0,0
10713,32.56,Healthcare,Visa,OTP,Online,Android Phone,False,17.27,1,25.27,50,80,5094.71,False,False,False,False,0,16.0,21,1,False,49.0,0,0
10714,31.64,Restaurants,Mastercard,PIN,Contactless,Tablet,False,1.74,0,52.85,41,42,245.03,True,False,False,False,0,22.6,17,0,False,0.8,1,0
10715,100.68,Electronics,Visa,PIN,Online,Windows PC,False,6.09,4,79.1,57,76,1937.62,False,False,False,False,0,4.8,18,6,False,48.7,0,0
10716,226.66,Electronics,RuPay,OTP,POS,Windows PC,False,26.58,3,1.87,55,29,2046.54,False,False,False,False,0,3.7,8,3,False,77.4,0,0
10717,8.14,Fuel,Mastercard,No Authentication,In-App,iPhone,True,4.35,2,47.45,43,29,3546.02,True,False,False,False,1,3.2,1,2,False,52.6,0,0
10718,14.72,Streaming,Discover,OTP,POS,Mac,False,6.82,2,28.0,41,43,25038.02,True,False,False,False,0,12.9,14,1,False,26.3,0,0
10719,84.81,Online Retail,Mastercard,No Authentication,POS,Android Phone,False,5.25,5,22.35,49,56,1092.72,False,False,False,False,0,34.2,14,4,False,10.2,1,0
10720,223.22,Online Retail,Mastercard,No Authentication,Contactless,POS Terminal,False,9.08,3,43.94,42,24,849.41,False,False,False,False,0,24.6,15,5,False,26.8,0,0
10721,56.99,Gaming,Amex,Biometric,Online,POS Terminal,False,6.49,6,20.7,41,74,184.23,True,True,False,False,0,32.1,11,6,False,62.4,0,0
10722,14.34,Groceries,Visa,Biometric,In-App,iPhone,False,1.1,4,5.53,51,41,3307.84,True,False,False,False,0,36.0,14,1,False,0.0,0,0
10723,61.0,Online Retail,Visa,No Authentication,POS,ATM Machine,False,24.34,2,45.95,53,30,3862.17,False,False,False,False,0,16.1,20,6,False,43.8,1,0
10724,50.3,Restaurants,Mastercard,3D Secure,POS,iPhone,False,7.09,3,0.54,55,27,1728.62,False,False,False,False,0,13.6,14,6,True,26.5,0,0
